customer_id,flight_date,flight_number,origin,destination,fare,cabin_class,distance_miles
C_0322,2022-11-07,AA651,SFO,CLT,1768,Business,704
C_0351,2022-11-04,AA341,JFK,CLT,998,Business,-100
C_0283,2022-05-24,AA237,DEN,SFO,65,Economy,1461
C_0152,2022-09-26,AA444,ORD,ATL,160,Economy,492
C_0312,2022-05-04,AA279,CLT,JFK,921,Economy,3850
C_0045,2022-04-16,AA811,SFO,DFW,762,First,4482
C_0324,2022-06-07,AA602,DEN,DFW,156,Business,1259
C_0412,2022-05-27,AA302,DFW,JFK,428,Economy,2503
C_0261,2022-05-25,AA672,DFW,ORD,211,Business,2995
C_0219,2022-04-30,AA291,DFW,CLT,332,First,1401
C_0108,2022-11-15,AA104,ATL,SFO,318,Economy,3513
C_0047,2022-10-02,AA989,ORD,DEN,533,Business,2288
C_0133,2022-04-02,AA336,JFK,DFW,716,Economy,3628
C_0261,2022-02-27,AA792,CLT,LAX,1146,Economy,2360
C_0176,2022-12-12,AA410,JFK,CLT,1270,Economy,918
C_0121,2022-08-17,AA648,ATL,DEN,1316,Economy,-100
C_0329,2022-04-27,AA155,JFK,DFW,647,Economy,1077
C_0303,2022-11-14,AA542,SFO,SFO,848,Economy,3467
C_0190,2022-10-06,AA336,DFW,ORD,1332,Business,4697
C_0411,2022-05-07,AA969,CLT,SFO,847,Economy,263
C_0260,2022-05-09,AA960,ORD,LAX,1222,Economy,2899
C_0177,2022-02-27,AA296,JFK,SFO,1940,Business,3133
C_0472,2022-05-02,AA684,JFK,DEN,439,Economy,572
C_0347,2022-01-01,AA670,LAX,CLT,465,Economy,4227
C_0065,2022-08-27,AA851,LAX,LAX,475,First,505
C_0352,2022-10-17,AA613,LAX,CLT,1046,Business,2714
C_0336,2022-04-06,AA548,ORD,JFK,1775,Economy,1131
C_0343,2022-05-06,AA459,DFW,ATL,1290,Economy,2190
C_0220,2022-04-28,AA799,DEN,JFK,916,First,3856
C_0317,2022-02-17,AA918,DFW,DEN,135,Economy,1615
C_0148,2022-03-30,AA129,CLT,ATL,1289,Economy,561
C_0465,2022-08-25,AA878,DFW,JFK,472,Economy,2968
C_0100,2022-09-29,AA207,ORD,ATL,1393,Economy,915
C_0119,2022-07-08,AA943,SFO,DFW,167,Business,1845
C_0109,2022-07-11,AA701,SFO,SFO,1999,Business,742
C_0392,2022-03-10,AA816,ORD,LAX,1008,First,1747
C_0082,2022-10-05,AA990,LAX,ATL,931,Business,2441
C_0013,2022-12-15,AA544,JFK,DFW,1041,Economy,851
C_0457,2022-09-04,AA992,ATL,SFO,464,Economy,1250
C_0421,2022-03-17,AA537,ATL,SFO,648,First,4942
C_0478,2022-06-03,AA831,DEN,ORD,89,Economy,2052
C_0299,2022-05-24,AA989,JFK,CLT,1234,Economy,3201
C_0092,2022-03-27,AA705,DEN,JFK,752,First,3284
C_0238,2022-07-04,AA556,LAX,ORD,586,Economy,2296
C_0184,2022-10-12,AA714,DEN,CLT,469,Economy,1002
C_0178,2022-08-08,AA834,JFK,CLT,713,Business,2854
C_0210,2022-03-10,AA797,CLT,DEN,144,First,1880
C_0276,2022-02-16,AA795,JFK,DFW,1515,Economy,1807
C_0304,2022-04-04,AA594,ATL,ORD,1631,Business,3722
C_0356,2022-08-26,AA773,SFO,ORD,1022,Economy,2257
C_0275,2022-07-23,AA346,LAX,CLT,USD 133,Economy,2921
C_0325,2022-08-06,AA642,CLT,SFO,1539,First,2763
C_0482,2022-12-07,AA663,ORD,DFW,337,First,3812
C_0273,2022-02-08,AA956,CLT,SFO,1938,Economy,402
C_0412,2022-04-10,AA687,CLT,LAX,1749,Economy,1141
C_0036,2022-10-16,AA996,DEN,ATL,461,Economy,788
C_0422,2022-09-11,AA538,ATL,DEN,449,Economy,770
C_0478,2022-08-10,AA377,DEN,DEN,577,Economy,3204
C_0338,2022-12-23,AA651,DEN,JFK,1091,Economy,395
C_0070,2022-01-23,AA712,ORD,SFO,185,Economy,1545
C_0116,2022-09-07,AA210,LAX,ATL,1537,Economy,617
C_0410,2022-01-10,AA484,JFK,CLT,808,Economy,1842
C_0463,2022-09-03,AA932,DFW,JFK,1321,Business,1565
C_0001,2022-11-21,AA860,DEN,DEN,892,Economy,208
C_0081,2022-04-10,AA290,DFW,ATL,759,Economy,731
C_0479,2022-10-17,AA589,LAX,ORD,1074,Business,4444
C_0386,2022-06-29,AA793,DFW,LAX,1775,Business,1752
C_0420,2022-08-11,AA525,DEN,CLT,430,Economy,1235
C_0440,2022-09-07,AA504,ORD,ORD,558,Economy,4771
C_0035,2022-05-27,AA434,DFW,LAX,1533,Business,1817
C_0383,2022-04-06,AA308,LAX,CLT,1578,Economy,3916
C_0283,2022-09-14,AA121,LAX,SFO,855,Business,1276
C_0195,2022-11-21,AA777,SFO,DFW,525,Economy,4501
C_0184,2022-01-04,AA710,SFO,JFK,1630,Economy,4215
C_0046,2022-01-16,AA307,ORD,JFK,1003,Economy,3162
C_0148,2022-10-07,AA107,DFW,DFW,898,Business,1112
C_0264,2022-12-02,AA801,DFW,ATL,946,First,4349
C_0093,2022-09-04,AA786,SFO,DFW,81,Economy,4270
C_0328,2022-09-15,AA884,JFK,SFO,1977,Economy,3761
C_0489,2022-06-09,AA628,ATL,DEN,167,Economy,543
C_0114,2022-12-06,AA701,LAX,DFW,1881,Economy,1392
C_0347,2022-06-01,AA752,JFK,LAX,1257,Business,2132
C_0282,2022-06-27,AA756,LAX,DEN,240,Economy,902
C_0103,2022-06-12,AA265,CLT,DFW,1820,First,2098
C_0202,2022-02-02,AA948,CLT,JFK,1823,Economy,3793
C_0062,2022-06-28,nan,JFK,ORD,1801,First,398
C_0094,2022-04-11,AA689,CLT,LAX,123,Business,3432
C_0417,2022-09-25,AA528,SFO,SFO,672,Economy,3022
C_0317,2022-11-19,AA873,SFO,LAX,1176,Economy,4684
C_0228,2022-03-06,AA262,ATL,CLT,920,Economy,673
C_0404,2022-06-17,AA465,JFK,ATL,635,Economy,1854
C_0068,2022-11-26,AA625,LAX,ORD,469,Economy,791
C_0471,2022-02-12,AA338,DFW,LAX,522,Economy,2048
C_0285,2022-02-13,AA171,LAX,CLT,1837,First,3241
C_0302,2022-10-12,AA544,DEN,DFW,163,Economy,367
C_0480,2022-01-12,AA754,SFO,LAX,1452,Business,4579
C_0165,2022-04-05,AA921,ORD,LAX,1386,First,3470
C_0101,2022-10-29,AA608,ORD,LAX,379,Business,4207
C_0243,2022-09-10,AA894,SFO,ATL,388,Economy,4210
C_0090,2022-08-30,AA368,DEN,LAX,287,Economy,4048
C_0437,2022-02-04,AA852,ORD,LAX,1246,Economy,2381
C_0389,2022-08-03,AA514,CLT,ATL,128,Economy,1854
C_0088,2022-12-03,AA344,SFO,CLT,513,Economy,4417
C_0127,2022-03-31,AA774,ORD,DEN,1971,Business,1032
C_0107,2022-09-21,AA159,SFO,ORD,654,Economy,1221
C_0322,2022-04-03,AA105,ATL,CLT,1574,Economy,2193
C_0399,2022-03-31,AA808,DFW,SFO,611,First,3692
C_0302,2022-04-25,AA669,DFW,DEN,334,Economy,1094
C_0494,2022-04-15,AA916,LAX,JFK,272,Economy,1715
C_0488,2022-07-15,AA506,DEN,ATL,642,Business,3870
C_0244,2022-11-10,AA316,SFO,ATL,1339,Economy,488
C_0185,2022-04-24,AA125,JFK,LAX,,Economy,1276
C_0264,2022-03-16,AA914,LAX,LAX,422,Economy,1571
C_0421,2022-08-05,AA104,LAX,SFO,1306,Business,1274
C_0101,2022-10-04,AA631,SFO,JFK,960,Economy,3159
C_0441,2022-09-06,AA489,SFO,LAX,877,Economy,239
C_0253,2022-06-13,AA809,LAX,DFW,285,Economy,4474
C_0142,2022-12-23,AA670,LAX,LAX,720,Economy,3822
C_0389,2022-07-11,AA547,DFW,LAX,1990,Economy,382
C_0253,2022-08-15,AA853,JFK,DFW,877,Economy,1959
C_0073,2022-06-26,AA245,CLT,JFK,812,Economy,1969
C_0214,2022-04-09,AA487,LAX,DFW,1387,Economy,696
C_0379,2022-02-05,AA884,CLT,ATL,1886,Economy,796
C_0299,2022-04-06,AA348,DFW,DFW,429,Economy,2708
C_0433,2022-06-01,AA625,LAX,ORD,843,Economy,4026
C_0379,2022-05-31,AA561,ORD,ATL,663,Economy,4769
C_0492,2022-07-09,AA112,LAX,LAX,612,Economy,884
C_0172,2022-08-12,AA483,SFO,SFO,469,Business,518
C_0440,2022-02-06,AA655,DEN,ATL,101,Business,3826
C_0304,2022-09-25,AA986,DEN,JFK,1794,Economy,1635
C_0414,2022-07-02,AA498,LAX,JFK,868,Economy,2603
C_0417,2022-01-13,AA118,ATL,DFW,1716,Economy,2864
C_0498,2022-10-06,AA674,ORD,ATL,1582,Economy,4524
C_0230,2022-08-05,AA590,JFK,LAX,1855,Economy,928
C_0421,2022-12-21,AA850,LAX,JFK,254,Economy,1487
C_0434,2022-12-27,AA518,CLT,DEN,1050,Business,4201
C_0237,2022-10-13,AA436,JFK,LAX,780,Economy,760
C_0230,2022-09-30,AA518,ORD,DEN,306,Economy,1575
C_0007,2022-03-03,AA711,LAX,ORD,234,Business,1665
C_0195,2022-03-25,AA774,ATL,DEN,194,Economy,2706
C_0256,2022-08-05,AA221,DFW,CLT,1763,Economy,4086
C_0171,2022-12-08,AA531,ATL,JFK,1087,First,224
C_0040,2022-07-06,AA143,SFO,DFW,295,Business,1354
C_0288,2022-01-19,AA971,ATL,ORD,236,Business,4665
C_0228,2022-06-26,AA416,CLT,ATL,1410,Economy,1659
C_0234,2022-04-10,AA480,DFW,LAX,1332,Economy,4906
C_0361,2022-08-21,AA244,SFO,JFK,,First,1420
C_0183,2022-03-17,AA426,DFW,ORD,89,Economy,2356
C_0493,2022-09-22,AA462,DEN,ORD,650,Business,3491
C_0211,2022-10-11,AA149,DFW,CLT,1710,Economy,919
C_0479,2022-07-25,AA164,LAX,JFK,1011,Economy,1305
C_0350,2022-08-11,AA454,JFK,ATL,1491,First,3969
C_0367,2022-02-21,AA899,DEN,ATL,1035,Economy,2679
C_0229,2022-12-05,AA263,DEN,DFW,1424,Economy,2120
C_0345,2022-05-24,AA240,JFK,SFO,58,Economy,3279
C_0255,2022-03-10,AA925,CLT,DEN,399,Economy,4931
C_0077,2022-04-09,AA227,DEN,ATL,133,Economy,3369
C_0460,2022-01-25,AA497,DFW,CLT,582,Economy,3372
C_0265,2022-02-22,AA979,ATL,DFW,1038,Economy,3530
C_0232,2022-05-31,AA562,ORD,DEN,1866,Business,4651
C_0137,2022-05-24,AA850,CLT,ORD,407,Economy,2258
C_0064,2022-02-26,AA935,DFW,JFK,427,First,-100
C_0245,2022-02-08,AA907,SFO,ATL,221,Economy,2070
C_0429,2022-04-19,AA286,SFO,DFW,1098,Economy,3821
C_0091,2022-06-30,AA819,ATL,ORD,442,Economy,1345
C_0445,2022-02-11,AA831,CLT,ATL,1176,Business,4191
C_0233,2022-07-05,AA289,CLT,LAX,751,First,3573
C_0351,2022-08-11,AA487,ATL,SFO,1309,Business,324
C_0454,2022-05-02,AA528,CLT,ORD,1483,Economy,-100
C_0349,2022-05-13,AA957,DEN,CLT,1898,Economy,974
C_0094,2022-06-12,AA383,LAX,CLT,598,Business,3120
C_0422,2022-08-03,AA963,LAX,ATL,833,First,2031
C_0203,2022-08-09,AA336,CLT,CLT,1878,First,893
C_0490,2022-08-23,AA293,DEN,ORD,381,Economy,1576
C_0174,2022-11-27,AA386,DEN,JFK,1737,First,1189
C_0124,2022-05-26,AA870,JFK,JFK,843,Economy,3046
C_0070,2022-08-27,AA857,JFK,SFO,1605,Economy,1952
C_0103,2022-03-17,AA235,ORD,JFK,698,Economy,3159
C_0233,2022-01-09,AA891,ORD,DEN,1032,Economy,2653
C_0064,2022-03-15,AA882,ORD,LAX,1944,Business,3243
C_0095,2022-09-10,AA270,ORD,JFK,1102,Business,1916
C_0163,2022-08-18,AA258,ATL,CLT,592,Business,1826
C_0268,2022-01-07,AA300,ATL,LAX,1092,Economy,3288
C_0304,2022-06-23,AA586,JFK,JFK,1221,Economy,3531
C_0319,2022-05-21,AA656,LAX,DEN,1544,Business,4228
C_0173,2022-06-17,AA875,DEN,CLT,540,Economy,1089
C_0006,2022-06-19,AA682,SFO,ORD,332,Business,1578
C_0301,2022-10-10,AA603,LAX,ATL,911,Economy,4784
C_0346,2022-05-02,AA975,DFW,ATL,1926,Economy,4475
C_0101,2022-07-13,AA470,ATL,JFK,1885,Economy,1907
C_0416,2022-01-05,AA202,ORD,ATL,1748,Business,2564
C_0452,2022-01-29,AA224,ORD,JFK,162,Economy,431
C_0360,2022-06-14,AA412,DFW,JFK,1528,Economy,2012
C_0131,2022-12-05,AA897,LAX,CLT,1735,Business,1812
C_0383,2022-05-16,AA557,ORD,SFO,1403,Economy,4626
C_0386,2022-12-31,AA329,LAX,DFW,1328,Business,4856
C_0020,2022-11-17,AA757,DEN,DFW,1672,Economy,3196
C_0211,2022-12-08,AA981,DFW,SFO,1472,Economy,447
C_0295,2022-05-25,AA296,SFO,DFW,911,Business,4578
C_0396,2022-11-23,AA984,LAX,LAX,659,Economy,2279
C_0445,2022-08-05,AA832,DEN,DFW,1982,Economy,3941
C_0292,2022-10-28,AA522,CLT,JFK,557,Economy,4825
C_0490,2022-05-12,AA671,CLT,DEN,1717,Economy,4676
C_0348,2022-10-19,AA709,LAX,DEN,515,Economy,262
C_0265,2022-03-11,AA270,CLT,ORD,873,Economy,4423
C_0253,2022-09-09,AA481,LAX,CLT,1480,Business,1751
C_0044,2022-10-02,AA272,ORD,DFW,658,Business,3205
C_0075,2022-12-30,AA762,JFK,DEN,1171,Economy,3522
C_0053,2022-07-01,AA552,CLT,DFW,339,Economy,494
C_0286,2022-06-16,AA449,ATL,CLT,917,Economy,4474
C_0371,2022-04-01,AA733,LAX,ORD,1812,Economy,4524
C_0066,2022-07-21,AA593,LAX,DEN,1730,Economy,1082
C_0038,2022-12-12,AA719,LAX,JFK,1229,Economy,593
C_0254,2022-01-19,AA103,JFK,LAX,831,Economy,2939
C_0294,2022-02-08,AA192,DEN,SFO,211,Economy,3667
C_0417,2022-05-06,AA105,CLT,SFO,673,Economy,4367
C_0199,2022-06-22,AA387,SFO,SFO,1916,Business,4613
C_0236,2022-05-21,AA717,SFO,DFW,1770,Business,4170
C_0469,2022-08-30,AA245,DFW,DEN,766,Economy,4890
C_0055,2022-08-08,AA882,ORD,CLT,1170,Business,4674
C_0332,2022-05-06,AA523,JFK,CLT,1450,Economy,4431
C_0116,2022-02-27,AA989,DEN,DEN,616,Business,2977
C_0085,2022-05-28,AA707,LAX,ORD,1523,Economy,3892
C_0279,2022-11-13,AA556,DEN,JFK,1043,Business,1601
C_0454,2022-12-27,AA840,JFK,ATL,1190,Economy,1105
C_0142,2022-01-01,AA301,JFK,DEN,1678,Economy,729
C_0096,2022-12-14,AA311,JFK,LAX,1878,Economy,4818
C_0049,2022-07-09,AA105,DFW,ORD,1789,Economy,3921
C_0369,2022-07-10,AA723,ATL,DEN,1867,Economy,586
C_0370,2022-11-08,AA475,ORD,DEN,1579,Economy,2821
C_0301,2022-04-27,AA990,DFW,ORD,1262,Business,772
C_0205,2022-05-14,AA546,DFW,ORD,1549,Economy,843
C_0411,2022-02-27,AA934,CLT,DFW,1396,Economy,4271
C_0459,2022-02-13,AA205,ATL,DEN,645,Economy,1492
C_0352,2022-06-22,AA750,DFW,ATL,1253,First,3795
C_0195,2022-06-09,AA910,JFK,LAX,1859,Business,4842
C_0305,2022-06-22,AA500,JFK,JFK,1254,Business,2685
C_0250,2022-11-13,AA195,CLT,JFK,1008,Economy,754
C_0258,2022-10-30,AA487,DEN,ATL,1766,Economy,2358
C_0478,2022-05-29,AA551,LAX,CLT,1062,Economy,3593
C_0444,2022-03-21,AA948,DFW,ORD,1868,Economy,2774
C_0450,2022-08-01,AA908,LAX,ORD,1360,Economy,2424
C_0359,2022-07-22,AA515,ORD,CLT,524,Economy,3809
C_0059,2022-09-09,AA825,SFO,ORD,667,Economy,4919
C_0221,2022-08-17,AA603,JFK,CLT,690,Economy,2188
C_0060,2022-06-13,AA553,DEN,DEN,,Economy,1143
C_0022,2022-08-15,AA390,ORD,CLT,1596,Business,4768
C_0345,2022-05-27,AA633,CLT,ORD,211,Economy,1193
C_0362,2022-01-20,AA292,DEN,ORD,,Business,3659
C_0430,2022-02-16,AA249,SFO,DEN,230,Economy,1321
C_0053,2022-08-21,AA979,SFO,CLT,774,Economy,3646
C_0275,2022-11-01,AA858,CLT,DEN,518,Economy,4465
C_0049,2022-01-14,AA878,ATL,ATL,1859,Business,255
C_0464,2022-05-23,AA862,CLT,DFW,70,Economy,1956
C_0017,2022-01-01,AA614,JFK,DEN,1348,Business,857
C_0498,2022-02-23,AA492,ORD,LAX,309,Economy,459
C_0127,2022-09-16,AA415,ATL,ORD,1406,Economy,4936
C_0155,2022-05-24,AA175,SFO,DFW,515,Business,2809
C_0491,2022-01-12,AA698,ORD,JFK,1189,Economy,4109
C_0275,2022-11-26,AA369,DEN,ATL,1486,Business,603
C_0235,2022-08-12,AA324,ATL,CLT,586,Economy,994
C_0490,2022-09-29,AA629,ATL,DFW,1001,Economy,1761
C_0286,2022-12-24,AA212,JFK,DEN,1918,Business,1383
C_0078,2022-06-05,AA350,CLT,ORD,815,First,2841
C_0174,2022-01-08,AA332,LAX,ORD,1008,Economy,2864
C_0106,2022-05-02,AA940,DEN,ORD,1996,Business,3807
C_0320,2022-12-14,AA890,DEN,DFW,1796,Economy,2157
C_0032,2022-06-13,AA813,CLT,ORD,1890,Business,2293
C_0437,2022-03-31,AA182,ATL,DEN,1906,Economy,1952
C_0407,2022-05-16,AA224,ATL,CLT,983,Economy,3762
C_0292,2022-07-05,AA274,JFK,DFW,900,Economy,1894
C_0010,2022-11-12,AA168,LAX,ORD,1330,Economy,1055
C_0315,2022-06-27,AA146,DEN,JFK,1241,Economy,1495
C_0102,2022-01-28,AA983,SFO,JFK,1922,Economy,4955
C_0118,2022-08-08,AA355,DFW,LAX,582,Economy,3821
C_0157,2022-12-23,AA826,DFW,ORD,1671,First,4406
C_0267,2022-02-10,AA129,LAX,ORD,64,Economy,1238
C_0498,2022-08-16,AA380,ORD,DFW,99,Economy,-100
C_0422,2022-07-11,AA336,JFK,DFW,1048,Economy,4713
C_0245,2022-05-25,AA347,LAX,SFO,353,First,4570
C_0079,2022-07-20,AA467,CLT,CLT,1560,Economy,3647
C_0160,2022-07-31,AA594,CLT,ORD,465,Economy,3632
C_0091,2022-08-08,AA124,DFW,LAX,354,Economy,3948
C_0358,2022-08-28,AA685,ATL,CLT,245,Economy,2441
C_0436,2022-02-15,AA817,DFW,ORD,1949,Economy,3730
C_0129,2022-02-04,AA589,ATL,CLT,862,Economy,2163
C_0489,2022-09-10,AA593,JFK,DEN,849,Economy,3215
C_0014,2022-03-23,AA413,ATL,DFW,437,Economy,3767
C_0387,2022-09-13,AA705,LAX,ORD,806,Economy,4070
C_0286,2022-07-16,AA474,ATL,CLT,1938,Economy,1684
C_0159,2022-10-30,AA738,ORD,DFW,504,Economy,4434
C_0129,2022-01-10,AA124,CLT,ORD,762,First,2539
C_0174,2022-11-08,AA433,LAX,ATL,754,Business,534
C_0398,2022-10-13,AA454,CLT,DFW,897,Economy,2058
C_0420,2022-08-30,AA215,JFK,CLT,1731,Economy,1407
C_0174,2022-09-08,AA147,LAX,LAX,1383,Economy,1124
C_0439,2022-12-31,AA837,ORD,ATL,1200,Economy,3145
C_0420,2022-01-05,AA877,JFK,DEN,224,Economy,4639
C_0427,2022-04-29,AA198,DFW,ORD,1207,Economy,4952
C_0500,2022-10-16,AA558,ORD,SFO,1139,First,3785
C_0361,2022-03-06,AA622,JFK,DEN,1466,Business,4556
C_0043,2022-05-26,AA696,SFO,DFW,1438,Economy,4227
C_0399,2022-08-12,AA504,ATL,ATL,328,Economy,4464
C_0294,2022-08-27,AA313,LAX,DEN,807,First,4955
C_0345,2022-06-26,AA784,JFK,LAX,412,First,4495
C_0300,2022-09-24,AA602,LAX,SFO,1822,First,4877
C_0109,2022-12-07,AA820,ATL,DFW,220,Economy,4861
C_0242,2022-10-09,AA547,JFK,ATL,1124,Economy,4042
C_0055,2022-03-04,AA993,DFW,DEN,1401,Economy,2598
C_0055,2022-08-05,AA675,SFO,ATL,1944,Economy,227
C_0334,2022-12-08,AA357,SFO,ATL,714,Economy,4150
C_0216,2022-11-11,AA943,ORD,DEN,641,Economy,2098
C_0442,2022-10-10,AA220,JFK,JFK,980,Business,4927
C_0107,2022-06-26,AA909,ATL,ORD,1218,Business,2627
C_0313,2022-04-08,AA153,JFK,CLT,323,Economy,1825
C_0184,2022-04-15,AA430,LAX,DFW,1228,Business,2775
C_0130,2022-04-09,AA883,DEN,DFW,1984,Economy,2236
C_0499,2022-11-07,AA340,CLT,SFO,557,Business,1510
C_0124,2022-01-06,AA854,JFK,SFO,1922,Economy,3555
C_0418,2022-07-16,AA629,SFO,SFO,412,Economy,3920
C_0049,2022-12-17,AA582,SFO,DFW,1398,Economy,2474
C_0320,2022-05-13,AA286,CLT,ATL,897,Economy,2274
C_0253,2022-12-24,AA957,SFO,SFO,704,Economy,288
C_0343,2022-09-16,AA755,DFW,DEN,347,Economy,4004
C_0392,2022-01-23,AA361,JFK,ORD,543,First,321
C_0069,2022-02-22,AA463,ORD,LAX,595,Economy,232
C_0442,2022-06-14,AA590,JFK,DFW,353,Economy,4898
C_0477,2022-07-21,AA530,DEN,DEN,1540,Economy,895
C_0427,2022-03-24,AA338,SFO,ORD,953,Economy,4041
C_0318,2022-05-25,AA403,LAX,ORD,288,Economy,724
C_0377,2022-03-26,AA397,SFO,JFK,699,Business,446
C_0052,2022-03-19,AA175,JFK,CLT,1839,Economy,4126
C_0033,2022-01-01,AA799,DFW,DEN,1590,Economy,3301
C_0020,2022-02-20,AA432,ATL,DFW,933,Business,2296
C_0464,2022-06-22,AA857,JFK,SFO,1249,Economy,2162
C_0229,2022-07-24,AA741,JFK,ATL,1958,Economy,3159
C_0187,2022-09-17,AA573,ORD,SFO,459,Business,2427
C_0188,2022-10-15,AA926,DFW,ORD,775,Economy,1593
C_0191,2022-02-03,AA382,DEN,ORD,1437,Economy,2107
C_0112,2022-12-14,AA690,ATL,LAX,1096,First,2223
C_0184,2022-04-05,AA171,SFO,SFO,367,Economy,2678
C_0293,2022-03-13,AA362,LAX,CLT,574,Economy,4659
C_0444,2022-02-08,AA802,JFK,CLT,954,First,1181
C_0362,2022-06-03,AA978,DEN,JFK,1826,Economy,3423
C_0361,2022-09-07,AA986,ATL,CLT,1349,Economy,426
C_0472,2022-06-11,AA674,LAX,ORD,1073,Business,1466
C_0307,2022-04-28,AA991,DEN,ORD,1677,Business,2257
C_0285,2022-09-16,AA111,DFW,CLT,,Economy,2451
C_0227,2022-11-02,AA240,DFW,ATL,1002,Economy,3141
C_0137,2022-09-25,AA865,ATL,ATL,1302,Business,356
C_0086,2022-02-23,AA654,SFO,CLT,1737,Business,2273
C_0468,2022-08-24,AA116,CLT,LAX,1181,Economy,4263
C_0296,2022-08-10,AA162,LAX,DEN,850,Economy,960
C_0452,2022-09-08,AA352,DFW,LAX,965,Economy,973
C_0171,2022-11-09,AA564,CLT,LAX,1249,Business,1752
C_0356,2022-04-22,AA475,ATL,CLT,369,Business,1157
C_0460,2022-09-12,AA903,DFW,ATL,1359,First,453
C_0279,2022-10-30,AA619,DFW,SFO,925,Business,-100
C_0359,2022-07-26,AA936,DEN,SFO,378,Economy,3418
C_0252,2022-08-17,AA189,CLT,CLT,1950,Economy,4413
C_0008,2022-12-07,AA819,DEN,SFO,802,Business,3436
C_0074,2022-03-07,AA903,DFW,DEN,706,Business,4845
C_0320,2022-03-16,AA895,CLT,ATL,1429,Economy,1007
C_0151,2022-04-13,AA729,ORD,CLT,1087,Economy,1981
C_0093,2022-07-11,AA960,CLT,JFK,1348,First,1421
C_0376,2022-09-09,AA274,DEN,DFW,120,Economy,3863
C_0365,2022-08-14,AA175,LAX,DFW,876,Economy,3400
C_0096,2022-10-21,AA712,ATL,CLT,1268,Economy,1079
C_0440,2022-11-02,AA762,ATL,CLT,914,Economy,200
C_0142,2022-04-08,AA499,SFO,JFK,1885,Economy,366
C_0080,2022-12-04,AA881,LAX,SFO,977,Business,2263
C_0359,2022-10-13,AA170,LAX,DFW,1952,Economy,2904
C_0240,2022-12-01,AA279,LAX,DEN,1596,Economy,311
C_0273,2022-12-13,AA223,SFO,CLT,155,Economy,3639
C_0020,2022-11-04,AA480,LAX,ATL,819,Business,1325
C_0371,2022-09-06,AA392,JFK,DFW,942,First,2841
C_0012,2022-06-15,AA896,SFO,DEN,245,Business,1629
C_0457,2022-12-01,AA294,ATL,ATL,194,First,2243
C_0124,2022-01-30,AA327,JFK,CLT,USD 968,Economy,4802
C_0122,2022-09-04,AA530,SFO,DEN,1423,Economy,1834
C_0328,2022-04-16,AA535,DFW,JFK,1497,Economy,870
C_0425,2022-02-20,AA886,DFW,CLT,520,,3311
C_0229,2022-03-22,AA560,ATL,LAX,1759,Business,1890
C_0085,2022-05-13,AA717,DFW,JFK,265,Economy,4157
C_0490,2022-10-12,AA120,LAX,DFW,1166,First,1164
C_0416,2022-05-18,AA163,SFO,ATL,309,Economy,480
C_0421,2022-07-03,AA264,JFK,DEN,983,Economy,4646
C_0366,2022-11-26,AA126,LAX,DFW,624,Economy,2166
C_0274,2022-09-30,AA410,DFW,DFW,1614,Economy,3008
C_0029,2022-12-06,AA384,DEN,CLT,1860,Economy,2164
C_0135,2022-03-10,AA759,CLT,LAX,1932,Economy,3590
C_0040,2022-02-03,AA380,JFK,SFO,334,Economy,1022
C_0101,2022-09-19,AA937,LAX,DFW,533,Economy,1637
C_0376,2022-02-22,AA930,SFO,LAX,421,Economy,2261
C_0134,2022-07-24,AA263,ATL,ATL,119,Economy,4065
C_0404,2022-05-06,AA997,LAX,ATL,428,Economy,4494
C_0311,2022-08-23,AA323,DEN,DEN,1352,Economy,4973
C_0440,2022-02-12,AA883,DFW,SFO,1816,Economy,4236
C_0329,2022-08-28,AA245,JFK,LAX,351,Economy,1664
C_0181,2022-04-21,AA967,ATL,JFK,304,Economy,277
C_0457,2022-09-06,AA129,JFK,ATL,1757,Economy,2359
C_0200,2022-05-31,AA144,ATL,CLT,993,Economy,4830
C_0209,2022-07-02,AA886,CLT,SFO,741,Economy,3387
C_0088,2022-12-02,AA570,SFO,DEN,1337,Economy,1365
C_0488,2022-04-05,AA133,JFK,JFK,1768,Business,989
C_0125,2022-01-08,AA752,DFW,ATL,883,Economy,1763
C_0471,2022-12-26,AA526,SFO,ATL,766,Economy,1522
C_0417,2022-07-03,AA929,SFO,DEN,473,Business,1702
C_0022,2022-10-08,AA985,CLT,DEN,1834,Economy,1691
C_0050,2022-07-14,AA320,ATL,ORD,,Business,1859
C_0239,2022-12-18,AA967,ORD,CLT,1744,Economy,1515
C_0214,2022-07-14,AA633,JFK,DFW,149,Economy,3262
C_0283,2022-06-04,AA791,JFK,DFW,1902,Business,324
C_0048,2022-04-03,AA466,LAX,JFK,1185,Economy,3262
C_0066,2022-06-09,AA940,ATL,DFW,357,Economy,718
C_0479,2022-03-02,AA842,DEN,JFK,727,Economy,2270
C_0397,2022-05-02,AA649,ORD,SFO,524,Economy,4457
C_0130,2022-02-20,AA681,DFW,ATL,1621,Economy,2876
C_0302,2022-10-04,AA215,LAX,ORD,161,Economy,2753
C_0327,2022-01-05,AA338,CLT,ORD,1160,Business,4135
C_0384,2022-04-02,AA434,ORD,CLT,232,Business,1244
C_0267,2022-06-19,AA540,ATL,CLT,646,Economy,1987
C_0239,2022-11-13,AA247,ORD,ATL,1854,First,3735
C_0026,2022-01-22,AA108,CLT,DEN,214,Economy,4778
